"Date_periode";"Matrice_DPC_-_Domaine";"Matrice_DPC_-_Produits";"Matrice_DPC_-_Composants";"Etablissement";"Site";"Pole";"Service";"Territoire";"Direction";"Equipe";"Strategie_Domaine";"Strategie_Axe";"Strategie_sous-axe";"Libelle";"Code";"Indicateur_de_priorisation_d_Urgence/Strategie_annuelle";"Indicateur_de_priorisation_d_Urgence/Priorite_Projet";"Statut";"Chef_de_projet";"Typologie_d_activite";"Profil_de_Projet";"Etat_d_avancement/Meteo";"Etat_d_avancement/Commentaire_meteo";"Etat_d_avancement/Tendance";"Couts-Charges_Projet/Charge_DSN_estimee";"Couts-Charges_Projet/Duree_Estimee_du_projet__en_mois_";"Date_de_debut";"Date_de_fin";"Couts-Charges_Projet/Cout_initial_estime_du_projet__en_k__";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Complexite_et_freins__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Opportunite_et_criticite__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Charge_global_estimee__CALCUL_";"Portee_Projet___GHT_ou_Locale__";"Libelle";"Date_de_mise_a_jour";"Date_de_cloture_du_projet";"Libelle_long";"Description";"Date_de_creation"
"01/03/2026";"Fonctions Support [SNFS]";"Logistique et Services Techniques : (WMS, GTC, Appel malade, …)";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Interopérabilité entre le logiciel de restauration et le système d'information patient pour la réduction du gaspillage alimentaire";"26-020";"Non";"Priorité 4";"DDE Nouvelle";"";"BUILD";"Applicatif";"";"";"";"0.0";"0.0";"20/02/2026";"31/12/2027";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Interopérabilité entre le logiciel de restauration et le système d'information patient pour la réduction du gaspillage alimentaire";"20/02/2026";"";"Interopérabilité entre le logiciel de restauration et GAM";"Lors d’un échange avec la Direction Générale, le responsable restauration, Pierre Lefebvre, a exprimé le besoin d’intégrer l’identité du patient et ses mouvements dans le logiciel de restauration afin d’adapter automatiquement les productions alimentaires. Cette évolution permettrait d’éviter les repas préparés pour des patients déjà transférés ou sortis, problématique confirmée par les équipes soignantes présentes. La faisabilité ayant été confirmée, le besoin doit désormais être cadré comme un projet à part entière.";"20/02/2026"
"01/03/2026";"";"";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Intranet CHRO LUMAPS";"21-096";"Non";"Priorité 3";"PRJ Terminé";"Elodie SOUEDET";"BUILD";"Applicatif";"Nuage";"";"Sans Objet";"0.0";"12.0";"01/01/2021";"31/03/2023";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Intranet CHRO LUMAPS";"01/04/2023";"01/03/2023";"";"";"19/03/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Services Numériques aux Patients";"";"_GHT";"";"";"";"";"";"";"";"";"";"inzee.care : Intégration CHU à Plateforme";"25-020";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"Applicatif";"Orage";"";"Dégradation";"10.0";"6.0";"01/01/2025";"31/12/2025";"0.0";"6.0";"45.0";"20.0";"GHT";"inzee.care : Intégration CHU à Plateforme";"01/01/2026";"01/12/2025";"Optimisation de la Continuité des Soins : Intégration de la Plateforme inzee.care avec le Système d'Information Hospitalier (SIH)";"Ce projet vise à intégrer la plateforme inzee.care avec le Système d'Information Hospitalier (SIH) pour améliorer la coordination entre les établissements de santé et les professionnels libéraux. L'objectif est de fluidifier le parcours patient en automatisant la transmission des données nécessaires pour les interventions à domicile, réduisant ainsi les ressaisies manuelles et optimisant l'efficacité des soins";"13/02/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"";"";"CH Gien";"";"";"";"";"";"";"";"";"";"ISP Problème inversion identité - CH GIEN";"24-140";"Non";"Priorité 2";"PRJ Au plan (plus tard)";"";"BUILD";"Applicatif";"Nuage";"";"Dégradation";"0.0";"0.0";"01/01/2024";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"";"ISP Problème inversion identité - CH GIEN";"28/01/2026";"";"";"Nom Naissance inversée Nom d'usage ISP Problème inversion identité - CH GIEN Les noms d'usages et noms de naissance  Devis reçu : Serveur IBE Devis pour passer pour devis IBE  IBE (Philips) >> devis 15K€ - juste pour mettre à jour la base "en attendant, inversion via EAI - mail écrit pour couvrir le chgt côté EAI"  Etude de mutualisation avec le IBE d'Orléans. Mais Devis à demander. ??? quel coût Mais Il faut un autre devis pour mettre en oeuvre.";"17/10/2024"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"IUD pour traçabilité des DMI";"20-034";"Non";"Priorité 4";"PRJ En attente";"Laetitia GERAUD";"BUILD";"Applicatif";"Nuage";"";"Stabilisation";"20.0";"12.0";"01/01/2020";"27/01/2026";"40.0";"4.0";"41.0";"65.0";"LOCAL";"IUD pour traçabilité des DMI";"01/03/2026";"";"Déploiement de l’IUD dans les système d’information pour améliorer la traçabilité des dispositifs médicaux";"Le CHRO fait partie des établissements pilotes pour le déploiement de l’IUD dans les système d’information pour améliorer la traçabilité des dispositifs médicaux. C’est un projet de fin 2019, repoussé à plusieurs reprises du fait de la crise sanitaire.   Pour autant il faut que nous puissions continuer à avancer : -	D’une part parce que le nombre de dispositifs médicaux tracés augmente et que nous sommes contraints de renforcer l’effectif de préparateur pour assurer une traçabilité « manuelle » -	D’autre part parce que la réglementation se renforce sur le sujet et que cette obligation est désormais reprise dans l’arrêté du 08/09  Financement de 40000€ et il y a un complément qui devrait être versé quand le livrable sera rendu.   Le livrable à fournir est le suivant :   - cartographie applicative dans le cadre  - description du workflow - objectivation de l'impact de l'arrivée de l'IUD dans ce fonctionnement - formalisation d'un plan d'actions";"14/09/2020"
"01/03/2026";"Fonctions Support [SNFS]";"Gestion Patients (Administrative, Facturation, PMSI)";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Fonctions Support [SNFS]";"Axe 1: SNFS-Gestion efficiente des établissements​";"Participer aux évolutions des outils​";"IUP du GHT";"20-053";"Non";"Priorité 2";"PRJ Terminé";"Eric MASCARENHAS";"BUILD";"Applicatif";"Soleil";"IUP Infra (hébergé ou CHRO?)";"Dégradation";"250.0";"";"01/04/2020";"29/07/2026";"250.0";"6.0";"35.0";"1050.0";"GHT";"IUP du GHT";"01/01/2026";"";"";"";"14/08/2020"
"01/03/2026";"Fonctions Support [SNFS]";"Logistique et Services Techniques : (WMS, GTC, Appel malade, …)";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"kahoot pour CESU - à la place de SLIDO";"25-019";"Non";"Priorité 4";"DDE En attente";"";"BUILD";"";"";"";"";"0.0";"0.0";"01/01/2025";"31/12/2025";"0.0";"0.0";"10.0";"0.0";"";"kahoot pour CESU - à la place de SLIDO";"18/03/2025";"";"";"https://kahoot.com/business/use-cases/presentations-meetings/";"12/02/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"Opérationnel";"Stabilisation SIH";"";"KARDEX : Solution alternative logiciel qui pilote les stockeurs";"23-035";"Non";"Priorité 2";"PRJ En attente";"Laetitia GERAUD";"BUILD";"Applicatif";"Nuage";"choix entre solution KLS et solution pharma à faire";"";"10.0";"6.0";"01/01/2023";"04/01/2026";"0.0";"5.0";"16.0";"15.0";"LOCAL";"KARDEX : Solution alternative logiciel qui pilote les stockeurs";"01/03/2026";"";"Solution alternative du logiciel qui pilote les stockeurs KARDEX";"le logiciel qui pilote les stockeurs KARDEX n’est plus maintenu. Impossible de changer les PC déjà ancien car nous ne pourrons pas réinstaller le logiciel. Il faudrait donc rapidement pouvoir mettre en œuvre la solution alternative";"21/02/2023"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"KIAMO du GHT";"21-020";"Non";"Priorité 4";"PRJ Terminé";"Patrick ROCHER";"BUILD";"Technique";"Nuage";"";"Stabilisation";"0.0";"";"01/12/2020";"30/06/2021";"0.0";"0.0";"31.0";"0.0";"GHT";"KIAMO du GHT";"01/10/2024";"01/11/2021";"Accueil omnicanal Centre de Service";"Outils de distribution téléphonique avec console de supervision temps réel";"10/12/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"Laboratoire";"CH Montargis";"";"";"";"";"";"";"";"";"";"LABO Changement de marché Labo Extérieur CHU CHAM";"24-115";"Non";"Priorité 4";"PRJ A lancer";"Elric LIGERON";"BUILD";"";"";"";"";"0.0";"0.0";"01/01/2024";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"LOCAL";"LABO Changement de marché Labo Extérieur CHU CHAM";"07/05/2025";"";"";"";"04/09/2024"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Essais cliniques";"";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Stratégie Valorisation de la Donnée [SNVD]​";"Axe 1: SNVD-Recherche";"";"LABO de VIRO (+ Smartlink Séquenceur)";"23-092";"Non";"Priorité 1";"PRJ En cours";"Thierry BENARD";"BUILD";"Biomed";"Orage";"";"Stabilisation";"50.0";"12.0";"29/06/2023";"01/04/2026";"400.0";"10.0";"42.0";"1075.0";"LOCAL";"LABO de VIRO (+ Smartlink Séquenceur)";"29/01/2026";"";"Mise en Place d'une Infrastructure Informatique pour le Séquenceur de Génome au CHU d'Orléans";"Le projet vise à installer et configurer une infrastructure informatique robuste pour supporter le fonctionnement du séquenceur de génome au CHU d'Orléans. Cela inclut l'évaluation des besoins en stockage, la mise en place de serveurs adaptés, et la gestion des données de manière sécurisée et conforme aux réglementations. -	Labo o	Localisation : CS4-00                       o	Analyse du besoin : pc, téléphone, wifi, appareil biomed, lansmart …. o	Création OS pour prises (~110 prises de prévu) o	Câblage du travaux avec la DALP o	Refonte du local CN5-00 (avec la DTM) o	Création d’un nouveau local dans l’Area 96 o	Brassage en fonction des besoins.  o	Achat à prévoir  	4 switch cisco 3650 	2 switch TOIP alcatel 6450 	des bornes wifi.  	Pour le matériel micro ?  o	Avancement : En attente de validation de travaux DTM o	Installation : pas de date. Mais embauches faites  -	Labo o	Localisation : PS6-00                       o	Analyse du besoin : pc, téléphone, wifi, appareil biomed, lansmart…. o	Création OS pour prises (~110 prises de prévu) o	Câblage du travaux avec la DALP o	Ajout d’un switch au stack existant CN5-00 ou PS6a-10 o	Brassage en fonction des besoins.  o	Achat à prévoir  	4 switch cisco 3650 	2 switch TOIP alcatel 6450 	des bornes wifi.  	Pour le matériel micro ?  o	Avancement : En attente de validation de travaux DTM o	Installation : pas de date.";"26/07/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"LAN & Téléassistance microscope NeuroChir CHU";"23-109";"Non";"Priorité 2";"PRJ Terminé";"";"BUILD";"Biomed";"Soleil";"";"";"5.0";"1.0";"04/07/2023";"05/11/2024";"0.0";"4.0";"40.0";"5.0";"LOCAL";"LAN & Téléassistance microscope NeuroChir CHU";"01/09/2025";"01/08/2025";"Mise en réseau microscope opératoire de neurochirurgie + téléassistance  KINEVO 900 ZEISS";"JP Schiratti - message de la société Zeiss a qui nous avons acheté un microscope opératoire de neurochirurgie , l’appareil étant prévu en livraison fin août. L’ouverture d’un VPN pour la télémaintenance est souhaitable  "Je vous confirme que nous allons pouvoir livrer votre KINEVO 900 la semaine du 28 aout prochain. Nous reviendrons en septembre pour faire l’accompagnement adéquat ainsi que les formations. Comme discuté par téléphone, vous trouverez en pièce jointe les éléments pour la mise sous réseaux du KINEVO 900 ainsi que la mise en place du système ZEISS SMART SERVICES pour la télémaintenance et la téléassistance. Auriez-vous la possibilité de transmettre ces éléments à votre service informatique afin qu’ils puissent évaluer la faisabilité ? Nous pouvons également organiser une réunion afin de répondre à vos éventuelles questions."  Matrice de flux fournie  JP Schiratti Dans un premier temps, il faut que les neurochirurgiens puissent retrouver les fonctionnalités dont ils disposent sur le microscope actuel, à savoir :  -	Accès VPN pour la télémaintenance -	Mise en réseau pour pouvoir récupérer les coupes scanner et IRM depuis le PACS    Prérequis Serveur  pas nécessaire pour le moment : PC ou Serveur (Physique ou VM) Windows Serveur 2012/2016/2019 ou Windows 10 Stockage : 20Go RAM : +0,5Go RAM pour l’application Accès Admin temporaire pour l’installation du logiciel";"02/08/2023"
"01/03/2026";"Socle Technique [SNST]";"Réseaux Convergés";"";"CH Montargis";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"LAN extension bloc/urgences CHAM";"22-280";"Non";"Priorité 4";"PRJ Terminé";"Sebastien MARQUET";"RUN";"Technique";"Soleil";"";"";"0.0";"0.0";"06/12/2022";"23/05/2023";"0.0";"0.0";"10.0";"0.0";"LOCAL";"LAN extension bloc/urgences CHAM";"01/10/2024";"01/09/2024";"";"";"06/12/2022"
"01/03/2026";"";"";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"LeaSanté - Télésuivi patients Hématologie";"20-041";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Applicatif";"";"";"";"0.0";"6.0";"28/09/2020";"30/09/2020";"0.0";"0.0";"10.0";"0.0";"LOCAL";"LeaSanté - Télésuivi patients Hématologie";"01/10/2024";"01/09/2022";"";"Léa Santé est une application de télé suivi permettant d'accompagner les patients en hématologie. Elle permet aux patients d’être connectés avec leur équipe de soins et d’échanger ainsi, de manière sécurisée et en temps réel, des informations médicales via des questionnaires de santé. Tout au long du parcours de soin, Léa Santé permet à l'équipe médicale de suivre le patient à domicile, de maintenir un lien sécurisant et d'établir la conduite à tenir appropriée en cas de symptômes aggravant, suite à la prise d'un traitement contre le cancer.";"28/09/2020"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Applications Collaboratives (Exchange, SharePoint, Teams, Intranet et ses Applications, Surycat, …)";"";"_GHT";"";"";"";"";"";"";"";"";"";"Lemon Learning - plateforme d’adoption digitale (DAP)";"25-113";"Non";"Priorité 4";"DDE En attente";"";"BUILD";"Applicatif";"Soleil";"";"";"15.0";"0.0";"25/06/2025";"31/12/2025";"0.0";"0.0";"10.0";"15.0";"GHT";"Lemon Learning - plateforme d’adoption digitale (DAP)";"15/10/2025";"";"";"";"25/06/2025"
"01/03/2026";"Socle Technique [SNST]";"Réglementaire et Certifications (RGPD, HIMSS, …)";"";"_GHT";"";"";"";"";"";"";"";"";"";"Lien DPI <> CertDC - Certificat électronique de décès";"22-084";"Non";"Priorité 4";"DDE Refusée";"";"BUILD";"Applicatif";"Pluie";"FOP non terminée, DPI ?";"";"10.0";"";"01/01/2022";"31/12/2022";"0.0";"9.0";"20.0";"12.0";"GHT";"Lien DPI <> CertDC - Certificat électronique de décès";"01/04/2023";"01/03/2023";"CertDC - Généralisation du certificat électronique de décès en établissement";"Je porte à votre connaissance le décret 2022-284 du 28 février dernier relatif à l’établissement du certificat de décès qui renforce l’obligation d’établir les certificats de décès par voie électronique, l’élaboration ou la transmission du certificat de décès sur support papier devenant exceptionnelle. Cette obligation s’applique lorsque le décès a eu lieu dans un établissement de santé public ou privé. Si, pour des raisons techniques, il est impossible de transmettre un certificat de décès par voie électronique, alors ce dernier peut être imprimé. Ce décret entre en application au 1er juin 2022. Dès lors, à compter de cette date, l’Agence Régionale de Santé diminuera considérablement ses dotations de certificat de décès « papier », la règle étant une transmission électronique d’un certificat lui-même établi sous forme électronique. Des sessions de formation à l’outil CertDc se sont tenues au dernier trimestre 2021 à l’attention des établissements de santé, d’autres sessions seront programmées dans les prochains mois.   Vous pouvez retrouver toutes les informations nécessaires pour faciliter votre utilisation de la voie électronique et de l’outil CertDC sur le site de l’Inserm : https://sic.certDC.inserm.fr. et sur le site internet de l’Agence : https://www.centre-val-de-loire.ars.sante.fr/medecins-declarez-les-deces-en-ligne.  ars-cvl-dematcertifdc@ars.sante.fr pour répondre à vos éventuelles questions le cas échéant.  La Directrice Départementale du Loiret, Catherine FAYET";"17/06/2022"
"01/03/2026";"";"";"";"CHU Orléans";"Hôpital de la source";"PFE";"GynécoObstétrique";"";"";"";"";"";"";"Lien échographe AMP avec le PACS";"20-083";"Non";"Priorité 4";"DDE Refusée";"Stéphane ORANGE";"BUILD";"Technique";"";"";"Stabilisation";"0.0";"";"02/09/2020";"31/12/2020";"0.0";"";"1.0";"0.0";"LOCAL";"Lien échographe AMP avec le PACS";"01/10/2024";"01/03/2021";"";"Relier l'échographe VOLUSON S8 UF 7964 n° 622011401496 dans la pièce M01-00-0459 de l'AMP (Aide Médicale à la Procréation) au PACS.";"02/09/2020"
"01/03/2026";"";"";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"LIFEN CHAM";"22-141";"Non";"Priorité 4";"PRJ Terminé";"Rodrigo CAVALCANTI";"BUILD";"";"";"";"";"0.0";"";"01/05/2020";"30/09/2021";"0.0";"0.0";"10.0";"0.0";"LOCAL";"LIFEN CHAM";"13/01/2023";"01/09/2022";"";"";"14/09/2022"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"LIFEN Dématérialisation Patient";"21-018";"";"Priorité 4";"PRJ Terminé";"Laetitia GERAUD";"RUN";"Applicatif";"";"";"";"";"";"06/10/2020";"31/12/2020";"";"";"";"";"GHT";"LIFEN Dématérialisation Patient";"01/10/2024";"01/12/2020";"";"";"06/10/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"LIMBUS Radiothérapie - logiciel de contourage";"23-088";"Non";"Priorité 4";"PRJ Terminé";"Stéphane ORANGE";"BUILD";"Biomed";"Soleil";"";"";"2.0";"1.0";"28/06/2023";"14/02/2024";"0.0";"4.0";"35.0";"2.0";"LOCAL";"LIMBUS Radiothérapie - logiciel de contourage";"01/04/2024";"01/03/2024";"Logiciel de contourage, outil essentiel pour définir un traitement de patient précis. Le logiciel sera acheté par le biomed";"projet porté par la radiothérapie (et validé par JRC) qui concerne un logiciel de contourage, outil essentiel pour définir un traitement de patient précis. Le logiciel sera acheté par le biomed mais il faudrait disposer d’un serveur virtuel dont les pré requis sont modestes. Cf ci-joint. Merci donc de m’indiquer en retour s’il est possible de compter sur ce serveur virtuel Bonne fin de journée Cordialement  JP SCHIRATTI Ingénieur Biomédical";"28/06/2023"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"Lockself Plateforme d'échanges sécurisée";"22-219";"Non";"Priorité 4";"DDE Refusée";"";"BUILD";"";"";"";"";"5.0";"0.0";"18/10/2022";"31/12/2023";"50.0";"0.0";"10.0";"206.0";"";"Lockself Plateforme d'échanges sécurisée";"01/01/2024";"01/12/2023";"Lockself Plateforme d'échanges sécurisée";"Installé sur un serveur, LockSelf on premise a pour but de stocker et de partager de façon sécurisé les données que les utilisateurs y déposent. Pour cela, le produit LockSelf on premise se décompose en trois sous-produits ayant chacun un rôle : – LockFiles : permet de stocker les documents de façon chiffrée , – LockTransfer : permet de transférer les documents stockés par LockFiles , – LockPass : permet de stocker et partager les identifiants et mots de passe de façon sécurisée. L’utilisateur s’interface avec le produit au travers de son navigateur. Pour LockPass un plugin doit être téléchargé pour que le navigateur puisse tirer profit de cette fonctionnalité, à savoir stocker les mots de passe de l’utilisateur ainsi que le remplissage de formulaire.  Pour combien d'utilisateurs ? Exple >> 1000 utilisateurs  = 50 k€";"18/10/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Logiciel de contour de prostate BK Medical";"25-118";"Non";"Priorité 3";"PRJ Au plan (plus tard)";"Yoann TOUATI";"BUILD";"Applicatif";"Soleil";"";"";"2.0";"0.0";"01/01/2025";"05/04/2026";"0.0";"0.0";"10.0";"2.0";"LOCAL";"Logiciel de contour de prostate BK Medical";"01/03/2026";"";"Intégration des échographes BK et du logiciel de fusion d’images pour le contourage de la prostate au sein du CHR Orléans";"Description courte de la demande  Ce projet vise à assurer l’installation, la configuration et l’intégration au SIH des nouveaux échographes BK 5000 et BK Specto (reconditionnés), ainsi que la mise en œuvre du logiciel de contourage de prostate pour la fusion d’images. Il comprend également la connexion des équipements au PACS de l’établissement, la mise à disposition d’un poste informatique conforme aux prérequis techniques, et la formation des équipes médicales et techniques.";"03/07/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"Imagerie";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"";"";"Logiciel de dosimétrie en radiothérapie interne vectorisée (RIV)";"24-045";"Non";"Priorité 3";"PRJ Terminé";"Stéphane ORANGE";"BUILD";"Biomed";"Soleil";"";"Amélioration";"5.0";"0.0";"01/01/2024";"31/12/2024";"0.0";"7.0";"25.0";"10.0";"LOCAL";"Logiciel de dosimétrie en radiothérapie interne vectorisée (RIV)";"01/01/2025";"01/12/2024";"Acquisition et le déploiement du logiciel PlanetDose pour la dosimétrie en médecine nucléaire";"Le projet consiste en l'acquisition et le déploiement du logiciel PlanetDose pour la dosimétrie en médecine nucléaire au sein du CHU d'Orléans - GHT du Loiret. Ce projet implique l'installation d'un ordinateur dédié fourni avec le logiciel, la configuration de la connexion réseau et PACS, ainsi que la formation des utilisateurs. Les objectifs sont d'améliorer la précision et l'efficacité des calculs de dosimétrie, de faciliter l'intégration des données et d'assurer la conformité réglementaire.";"21/03/2024"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"Logiciel de gestion des essais cliniques";"19-022";"Non";"Priorité 4";"PRJ Terminé";"Elodie SOUEDET";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"10.0";"";"29/06/2020";"31/12/2021";"15.0";"1.0";"38.0";"80.0";"LOCAL";"Logiciel de gestion des essais cliniques";"01/10/2024";"01/06/2022";"";"Informatisation de la recherche clinique par la mise en place d’un logiciel ou d'un plateforme de gestion des essais cliniques.";"01/09/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"CH Pithiviers";"";"";"";"";"Direction DSN";"CONVERGENCE GHT";"";"";"";"Logiciel de suivi des stupéfiants OpiaPharma";"21-158";"Non";"Priorité 3";"PRJ En cours";"Arnaud BROCHOT";"BUILD";"Applicatif";"Nuage";"";"Amélioration";"5.0";"3.0";"01/09/2021";"30/09/2025";"1.4";"4.0";"35.0";"18.8";"LOCAL";"Logiciel de suivi des stupéfiants OpiaPharma";"19/12/2025";"";"OpiaPharma - Logiciel de suivi des stupéfiants pour Pithiviers et Neuville aux Bois";"Demande du Dr Carole POISSON pour un logiciel de suivi des stupéfiants. En effet,  actuellement pour ce suivi , la pharmacie utilise un fichier Excel 2003 , plein de macro,  que nous n’avons pas pu faire évoluer et qui tourne sur un poste XP !! Il y a longtemps qu’elle cherche à remplacer ce fichier par un logiciel plus efficace …. OpiaPharma semble correspondre au besoin.  Au niveau GHT, y a-t-il un outil existant sur d’autres sites ? Je suppose que ceux qui sont équipés de Pharma , ont un module qui gère ce suivi .  Doit-on l’inclure cette demande  dans le portefeuille projet ?   Merci d’avance   Cordialement,  Arnaud BROCHOT  Responsable Service Informatique Centre Hospitalier de Pithiviers";"19/10/2021"
"01/03/2026";"Fonctions Support [SNFS]";"Régulation des Flux de Patients";"";"_GHT";"";"";"";"";"";"";"";"";"";"Logiciel Optiale - OPTIMA (en lien avec PTAH)";"23-029";"Non";"Priorité 2";"PRJ Au plan (plus tard)";"";"BUILD";"Applicatif";"Nuage";"financement non prévu :  DSN ou ?";"Dégradation";"10.0";"0.0";"01/01/2023";"31/12/2023";"20.0";"6.0";"40.0";"119.0";"GHT";"Logiciel Optiale - OPTIMA (en lien avec PTAH)";"08/10/2025";"";"Optial";"Optial (PTAH)  Mise en place automatisation de la régulation dans les outils de transports patients (interne externe) Le logiciel Optiale d’Optima est un logiciel de planification globale qui permet de piloter automatiquement des équipes entières de brancardiers, d’ambulanciers et de coursiers dans un environnement hospitalier en temps réel. Il est greffé à PTAH et permet la mise en place de l’automatisation de la régulation dans les outils de transports patients (interne externe).";"27/01/2023"
"01/03/2026";"Fonctions Support [SNFS]";"Logistique et Services Techniques : (WMS, GTC, Appel malade, …)";"";"CH Sully sur Loire";"";"";"";"";"";"";"";"";"";"Logiciel Portage de Repas SULLY";"25-046";"Non";"Priorité 4";"PRJ Abandonné";"Franck LAVOREL";"BUILD";"";"";"";"";"0.0";"0.0";"10/11/2024";"31/12/2025";"0.0";"0.0";"10.0";"0.0";"";"Logiciel Portage de Repas SULLY";"01/01/2026";"01/12/2025";"";"";"26/02/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Logiciel QFR en cardio";"23-084";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Biomed";"Soleil";"";"Sans Objet";"0.0";"0.0";"15/06/2023";"31/12/2023";"0.0";"0.0";"10.0";"0.0";"";"Logiciel QFR en cardio";"01/01/2024";"01/12/2023";"logiciel de quantification de la réserve coronaire";"logiciel qui doit être installé en cardio. Dans le cadre d’un marché de pharmacie, pour des consommables à UU donc, la société Biotronik s’est engagée à mettre à disposition et donc à installer un logiciel de quantification de la réserve coronaire. Sachant que ce logiciel doit être installé en salle 1, j’ai fait câbler par Laure des prises RJ supplémentaires pour lesquelles j’ai les adresses IP. Je dispose aussi de l’ordi sur lequel sera installé ce logiciel. Mais il doit aussi être connecté au PACS…Cf doc ci jointe.   Ce logiciel fonctionne en récupérant les runs des examens mais çà c’est une affaire entre Biotronik et Philips qui sera gérée le 20 juin prochain Cordialement     	   JP SCHIRATTI Ingénieur Biomédical DALP - 14 avenue de l’Hôpital CS 86709 45067 Orléans Cedex 2    +33 238 613 116";"19/06/2023"
"01/03/2026";"Fonctions Support [SNFS]";"Qualité";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Logiciel surveillance sanitaire";"25-116";"Non";"Priorité 4";"DDE En attente";"";"BUILD";"Applicatif";"Nuage";"";"";"0.0";"0.0";"01/01/2026";"31/12/2026";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Logiciel surveillance sanitaire";"11/02/2026";"";"Acquisition d’un logiciel de surveillance sanitaire pour la prévention des infections associées aux soins et le bon usage des antibiotiques";"Le projet vise à doter le CHU d’Orléans (et potentiellement les établissements du GHT du Loiret) d’un logiciel spécialisé dans la surveillance des infections nosocomiales, la prévention du risque infectieux et l’optimisation de l’usage des antibiotiques. Deux solutions sont identifiées comme pertinentes : Nosotech (Nosokos, Antibiokos) et Lumed (APSS, Zinc). Ces outils permettent la génération d’alertes, la centralisation des données infectieuses, et facilitent les analyses pour répondre aux exigences réglementaires (certifications, CAQES, EMA, etc.).";"01/07/2025"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"Logiciels MIPIH : Accès identification unique par Badge";"22-007";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"Applicatif";"";"";"";"10.0";"";"01/01/2022";"31/12/2022";"50.0";"5.0";"34.0";"67.0";"GHT";"Logiciels MIPIH : Accès identification unique par Badge";"13/01/2023";"01/12/2022";"ccès identification unique par Badge aux logiciels du MIPIH";"Possibilité identification unique avec le badge pour tous les logiciels MIPIH ( Fonctionne pour d'autres établissements) et simplifie la gestion des accès Demande du  22/04/2021";"03/01/2022"
